,,,,,,,,,,,,,label
,2020-08-18 07:53:35+00:00, ,1.30E+18,en,0,0,0,0,,@MOM_sg can a existing $T$ holder act as a director for another Singapore  company ?,employment pass  ,Foreign talents,0
2790000000,2018-05-05 22:26:14+00:00, ,9.93E+17,en,0,0,0,7,,"RT @egyptiangoId: michael clifford wore a ""why be $T$, sexist, homophobic,  when you could just be quiet?"" shirt on stage",racist,Xenophobia and racism,-1
,2015-11-11 10:01:51+00:00, ,6.64E+17,en,0,0,0,0,,Part Time $T$ Singapore: 7 Common Misconceptions On Curtain Cleaning https://t.co/ucBll8iFZN,maid,Foreign domestic workers,0
58061936,2012-10-17 00:44:03+00:00, ,2.58E+17,en,0,0,0,0,,"Basketball: Jeremy Lin still feels the sting of $T$: NEW YORK: Jeremy Lin, the NBA p... http://t.co/pGKtaiFn #singapore",racism,Xenophobia and racism,-1
1400000000,2021-05-11 10:59:08+00:00, ,1.39E+18,en,0,0,0,22,,"RT @straits_times: $T$ behaviour will become normalised if S'pore is not careful, warns Shanmugam
https://t.co/yya1EH0icc",xenophobic,Xenophobia and racism,-1
,2014-09-03 03:41:49+00:00, ,5.07E+17,en,0,0,0,0,,"Jokes on them though he only speaks a little bit of chinese since he's from Singapore and english is his first language.
Dem $T$ mother f",racist,Xenophobia and racism,-1
200000000,2017-12-07 10:05:07+00:00, ,9.39E+17,en,0,0,0,0,,Minimum salaries in #Singapore required for $T$  holders to sponsor family members will increase by 20% starting Jan. 1. Details: https://t.co/wJCLYGMYwE https://t.co/YmMZoDvT8F,S pass,Foreign talents,0
101000000,2020-10-15 10:20:59+00:00, ,1.32E+18,en,0,0,0,329,,RT @sharanvkaur: tfw when you kill a man and get the same punishment as the indian siblings who said systemic $T$ exists in singapore,racism,Xenophobia and racism,-1
7.34E+17,2012-10-08 05:46:30+00:00, ,2.55E+17,en,0,0,0,44,,RT @FakeSTcom: Internet lynch mob succeeds in getting woman fired?from NTUC after $T$ comments,xenophobic,Xenophobia and racism,-1
40465541,2011-02-23 05:51:49+00:00, ,4.03E+16,en,0,0,0,0,,Jeff's Tfeeds - You: Employer charged with $T$ abuse: SINGAPORE: A 31-year-old woman has been hauled to court f... http://bit.ly/fmGjNj,maid,Foreign domestic workers,-1
,2021-02-05 17:41:16+00:00, ,1.36E+18,en,0,0,0,2,,"RT @scienceline: ????I felt dreary,"" Nikita Dhar, a sophomore at Georgetown University who's from Singapore, told our reporter @huanjia_zhang.",international students,Foreign talents,-1
,2011-12-25 03:52:04+00:00, ,1.51E+17,en,0,0,0,0,,Minister Shanmugam says Seng Han Thong not $T$ http://t.co/9EfBn5bN,racist,Xenophobia and racism,1
282000000,2022-02-24 10:36:30+00:00, ,1.50E+18,en,0,0,0,4868,,RT @andychester_: Oh! Singapore will raise it $T$ salary from S$4500 to S$5000 while leader KELUARGA MALAYSIA bagi statement h,S pass,Foreign talents,1
1329101,2016-03-11 08:01:27+00:00, ,7.08E+17,en,0,0,0,0,,Hindu. Indian woman jailed in Singapore https://t.co/dr3KFfSded,maid,Foreign domestic workers,-1
,2021-01-09 05:14:00+00:00, ,1.35E+18,en,1,0,1,0,,"????Govt to $T$ law to ????formalise assurances????, spell out types of serious crimes where police can access TraceTogether data???? - TODAY 

Wow, I didn????t expect this so soon, but it????s good.

https://t.co/o5VRKOXtuo",S pass,Foreign talents,-1
,2021-03-25 15:47:34+00:00, ,1.38E+18,en,0,0,0,48,,"RT @benedictrogers: Important initiative 

All $T$ is totally wrong

",racism,Xenophobia and racism,-1
90789142,2022-01-05 13:51:35+00:00, ,1.48E+18,en,5,2,3,7,,Tightened $T$ helped buy time to prepare healthcare system for Covid-19 Omicron variant: Lawrence Wong https://t.co/1YNy8sj33X,border measures,Travel restrictions,1
,2020-11-29 14:31:32+00:00, ,1.33E+18,en,0,0,0,1,,$T$-less in Singapore: Fewer $T$ entry  fee hikes among woes faced by would-be employers https://t.co/uiDdENdth0,FDW,Foreign domestic workers,-1
,2015-06-10 09:36:08+00:00, ,6.09E+17,en,0,0,0,0,,$T$ arrests 29 islandwide for immigration offences - The Straits Times http://t.co/po6iJR3ZFM,ICA,Immigration policy,-1
19013879,2014-03-04 12:27:30+00:00, ,4.41E+17,en,0,0,0,0,,"Foreigner that calls commuters in Singapore ""POOR"" 
.
$T$ bastard http://t.co/VOZn0MnnJs",racist,Xenophobia and racism,-1
68324877,2018-11-12 15:10:45+00:00, ,1.06E+18,en,0,0,0,0,,Biometrics screening to be introduced at all checkpoints from next April: $T$ https://t.co/AR3EW17Sw0,ICA,Immigration policy,0
19013879,2017-03-20 11:37:02+00:00, ,8.44E+17,en,0,0,0,116,,RT @MbuyiseniNdlozi: Still don't get why learning about state led economic development in Singapore makes u preach $T$ that ,racism,Xenophobia and racism,-1
284000000,2010-11-18 03:33:25+00:00, ,5.10E+15,en,0,0,0,0,,RT @mynameisaraya  where did I learn English. I think it's almost $T$.// ppl keeps on thinking that i'm from singapore! great!!!,racist,Xenophobia and racism,1
,2020-05-20 07:09:23+00:00, ,1.26E+18,en,1,0,1,0,,"BREAKING: 20 May Coronavirus _ update:

570 new cases of Covid-19 in Singapore as of 12PM, 20 May, MOH preliminarily confirmed.

A majority of the cases are from $T$ holders residing in dormitories.

2 cases are Singaporeans/Permanent Residents.",work permit,Migrant workers,-1
,2014-05-08 03:38:44+00:00, ,4.64E+17,en,0,0,0,0,,"News Update | Singapore can't ease $T$ limits, says PM http://t.co/yDpe5QUlLm",foreign worker,Migrant workers,0
,2018-01-21 04:15:38+00:00, ,9.55E+17,en,5,1,1,3,,"@raishussin This is Serangoon Road, Singapore. Influx of foreign labourers, scream no one. We can fix the problem in the economy without turning $T$.. #JustSaying https://t.co/x0CF6zpAnu",xenophobic,Xenophobia and racism,1
,2015-06-05 17:48:25+00:00, ,6.07E+17,en,0,0,0,6,,RT @nslwin: A must read -- #Myanmar fans flood #Singapore #football Association #Facebook with #$T$ comments after #Win http://t.co/lVLo,racist,Xenophobia and racism,-1
8.86E+17,2015-12-22 04:44:48+00:00, ,6.79E+17,en,0,0,0,0,,$T$ sends back 3 Malaysians who evaded immigration checks to avoid congestion at Malaysian Customs https://t.co/TuGqpypq7g,ICA,Immigration policy,-1
,2017-08-09 02:40:45+00:00, ,8.95E+17,en,0,0,0,45,,"RT @rapplerdotcom: Filipino $T$ topped an international math competition in Singapore, harvesting 245 medals and 111 merit awards. htt",international students,Foreign talents,1
,2020-08-19 14:16:32+00:00, ,1.30E+18,en,0,0,0,9,,RT @defuentex: I think singapore should touch up on $T$ more during social studies in secondary school than fucking world,racism,Xenophobia and racism,-1
76973108,2011-12-29 01:02:16+00:00, ,1.52E+17,en,0,0,0,444,,"RT @SoSingaporean: #10YearsAgo you dun see that many $T$ , it felt more ""SINGAPORE""! #sosingaporean",foreign talents,Foreign talents,1
,2012-11-12 08:46:28+00:00, ,2.68E+17,en,0,0,0,0,,"(ST) Government estimate$T$ demand in 2030 for healthcare, construction",foreign worker,Migrant workers,0
,2020-06-24 06:19:43+00:00, ,1.28E+18,en,0,0,0,6,,RT @SEACoronavirus: Singapore and Malaysia taking to reopening their borders with eachother using more $T$ in place to conduct #_?,border measures,Travel restrictions,0
,2021-08-23 06:45:32+00:00, ,1.43E+18,en,0,0,0,0,,"$T$ on trial for mixing her menstrual blood, urine in employer__ food https://t.co/sxykDPjYly",maid,Foreign domestic workers,-1
,2018-03-02 11:29:02+00:00, ,9.70E+17,en,3,0,0,0,,Glad to see that the High Court in Singapore has increased the sentence for a man convicted of abusing a $T$ - https://t.co/OoKmokshML,domestic helper,Foreign domestic workers,1
351000000,2019-09-22 11:42:34+00:00, ,1.18E+18,en,0,0,0,138,,RT @rauveet: Don't tell me $T$ in Singapore doesn't exist. ? I do want to know what's Sheena Phua's ,racism,Xenophobia and racism,-1
152000000,2014-04-22 03:59:37+00:00, ,4.58E+17,en,0,0,0,0,,????@chionggoh: ????@kixes: Thank you for reading and sharing my post on $T$. https://t.co/OnH9uT1BSJ???? @inquirerdotnet @PhilippineStar,racism,Xenophobia and racism,1
19013879,2016-07-26 06:26:43+00:00, ,7.58E+17,en,0,0,0,0,,"S$3,600 starting from 1st Jan. Tats the minimum for $T$ holders ... please wake up and take note....  ???... https://t.co/s5YUfJ0RfC",EP,Foreign talents,0
205000000,2017-08-22 18:13:38+00:00, ,9.00E+17,en,2,0,0,0,,7 Singaporeans share their stories about dealing with $T$ and stereotypes. #Singapore https://t.co/6ZxmdaeYrX,racism,Xenophobia and racism,0
18304075,2016-12-24 09:14:14+00:00, ,8.13E+17,en,0,0,0,1,,$T$ explores automated clearance for cars https://t.co/11lbXFQH2y https://t.co/EfacwAQKYk,ICA,Immigration policy,0
,2012-05-29 05:17:19+00:00, ,2.07E+17,en,0,0,0,0,,DTN Singapore: $T$ dies after church lift falls on her - Malaysia Chronicle: Malaysia Chronicle dies after ... http://t.co/rtBCPE2O,maid,Foreign domestic workers,-1
,2015-12-14 00:35:07+00:00, ,6.76E+17,en,0,0,0,0,,"#Jobs singapore job for all sector: Singapore  Vacancy  (2 years $T$)
MBA,Finance,Accountant,Cashier,A... https://t.co/ERLAlCgcnl",work permit,Migrant workers,0
,2020-03-10 19:30:25+00:00, ,1.24E+18,en,0,0,0,0,," I can't believe they have turned a virus outbreak in to a $T$ issue.

And NOW look at Italy

Had to be FROM CHINA.. not Singapore, Hong Kong, Taiwan, Dublin, or any of the MANY China towns in the USA",racism,Xenophobia and racism,-1
,2012-03-06 19:44:32+00:00, ,1.77E+17,en,0,0,0,0,,Two managers fined for giving false information on $T$ housing: Two men from a construction company w... http://t.co/GMcnQf05,foreign worker,Migrant workers,-1
2340000000,2013-03-24 05:57:10+00:00, ,3.16E+17,en,0,0,0,0,, I hate singapore for being $T$ . _I_  http://t.co/FPMM8i2gVY???? ,racist,Xenophobia and racism,-1
,2021-11-29 10:05:16+00:00, ,1.47E+18,en,0,0,0,0,,"followme - Two-hour delay, ticketing glitches: How my trip from JB to Singapore via the land $T$ unfolded: CNA's Amir Yusof encountered teething issues in the implementation of the land",VTL,Travel restrictions,-1
,2013-11-12 11:09:20+00:00, ,4.00E+17,en,0,0,0,20,,RT @NarzyPerry: Singapore is becoming a $T$ country..,racist,Xenophobia and racism,-1
932000000,2021-06-29 10:54:41+00:00, ,1.41E+18,en,0,0,0,151,," Singapore is planning to end all its Covid $T$. There will be no more lockdowns, no more travel bans and no more",travel restrictions,Travel restrictions,0
205000000,2019-07-19 12:26:11+00:00, ,1.15E+18,en,0,0,0,419,, while ur $T$ prez* attacks diversity &amp; freedom of expression (competitive advantages) and has u infighting ove,racist,Xenophobia and racism,-1
,2013-10-08 14:42:52+00:00, ,3.88E+17,en,0,0,0,0,,"If you say we can't support aging population in Singapore, that'll be bullshit because $T$ have to play a part too. No?",foreign talents,Foreign talents,-1
,2010-11-18 06:07:35+00:00, ,5.14E+15,en,0,0,0,0,,DTN Singapore: China $T$ found dead at Marina Boulevard: ,foreign worker,Migrant workers,-1
,2017-04-13 11:29:16+00:00, ,8.52E+17,en,0,0,0,7,,RT @STcom: SMU names new deans for $T$ and international affairs https://t.co/SFZbA02PDx https://t.co/Y1xZfzBKn8,international students,Foreign talents,0
7.48E+17,2017-09-25 08:25:11+00:00, ,9.12E+17,en,7,0,0,2,,"Singapore ONCE????s, if you might happen to $T$ by twice while they????re filming please don????t interrupt and also give them some space ????",S pass,Foreign talents,-1
,2016-07-08 16:07:23+00:00, ,7.51E+17,en,0,0,0,5,,"RT @ChannelNewsAsia: Company director fined S$21,000 for falsely declaring salaries in S $T$ ",S pass,Foreign talents,-1
171000000,2013-12-08 22:59:51+00:00, ,4.10E+17,en,0,0,0,44,,"RT @jadeseah: R espect &amp; thanks to our Singapore Police Force &amp; the Civil Defence. Please, no $T$ comments. #notaboutrace #LittleIndi",xenophobic,Xenophobia and racism,0
2260000000,2010-10-18 01:03:23+00:00, ,27700000000,en,0,0,0,0,,#Employment What is a Singapore $T$ Application | Articles ... http://bit.ly/9FyVdV http://bit.ly/9n3Ifc,employment pass,Foreign talents,0
43307095,2015-04-10 23:21:05+00:00, ,5.87E+17,en,0,0,0,0,,"$T$ responds to queries about identity card said to be fake, saying no such NRIC ... - The Straits Times http://t.co/gaG0g0ghBm",ICA,Immigration policy,-1
270000000,2021-08-18 08:02:19+00:00, ,1.43E+18,en,0,0,0,20,,"RT @AFP: Video game giant Ubisoft's Singapore office is under investigation over claims of sexual harassment and $T$, a w",racial discrimination,Xenophobia and racism,-1
1.36E+18,2014-05-28 07:09:35+00:00, ,4.72E+17,en,0,0,0,0,,"[CNA] Civil society organisations put out statement against $T$,: A group of 12 civil society or... http://t.co/Rzu5apJ9JG",racism,Xenophobia and racism,-1
93757510,2014-01-28 06:33:53+00:00, ,4.28E+17,en,0,0,0,0,,Procuring the #Employment #$T$ in #Singapore is an indispensable tool to establish great #careers. http://t.co/uU4Dsht8Nz #visas,employment pass,Foreign talents,1
3100000000,2021-10-15 09:25:11+00:00, ,1.45E+18,en,0,0,0,0,,"Last year they blamed Brazilians.  This year, the COVID-19 unvaccinated.

$T$, followed by bigotry.  What's next? 

Israel/Singapore data shows lockdowns/vaccine/high vaccination rates have little to no incidence.  But gov still behaves like an abusive partner.",xenophobia,Xenophobia and racism,-1
15899971,2021-09-10 19:46:33+00:00, ,1.44E+18,en,0,0,0,0,,"Covid-19 Travel Tracker: Singapore, Belgium Ease $T$ https://t.co/li3Hz8W5Dv",travel restrictions,Travel restrictions,0
27378369,2017-04-19 03:09:48+00:00, ,8.55E+17,en,0,0,1,0,,The Criminal Minds $T$ about Singapore proves that USians have a fixed impression of how Singapore should look like. Stop.,EP,Foreign talents,-1
7.48E+17,2012-05-23 06:18:02+00:00, ,2.05E+17,en,0,0,0,0,,MoE: Singapore $T$ Put Up Good Achievements at The Intel International Science and Engineering Fair... http://t.co/55XAYvIL #Singapore,international students,Foreign talents,1
1290000000,2020-08-20 17:41:59+00:00, ,1.30E+18,en,0,0,0,17,,RT @illicittearss: ????$T$ is not a big problem in singapore???? https://t.co/IMFFPrQf4Y,racism,Xenophobia and racism,1
2830000000,2014-12-03 15:55:43+00:00, ,5.40E+17,en,0,0,0,0,,LOL tooo many $T$ people in singapore already eh ?,racist,Xenophobia and racism,-1
509000000,2019-03-10 17:05:10+00:00, ,1.10E+18,en,5,1,1,0,,"@hackermaderas from a page about $T$ fees in Singapore from 2019. So yeah, for a huge number of people, paying someone less because they come from somewhere seems like a perfectly reasonable take.

I will now go gargle with bleach, it's so messed up. https://t.co/xHrzgybyb8",maid,Foreign domestic workers,-1
53904108,2020-03-05 09:16:53+00:00, ,1.24E+18,en,3,0,0,0,,Singapore jails Indonesian $T$ for funding IS-linked group https://t.co/muChbbRvEE https://t.co/RA3zp86lSK,maid,Foreign domestic workers,-1
55200334,2017-02-10 06:30:07+00:00, ,8.30E+17,en,3,0,0,2,,Working in Singapore: Getting a Legal Work $T$ in Singapore https://t.co/p1c2mYzTOS #postlama,work pass,Migrant workers,0
1380000000,2022-01-21 23:04:41+00:00, ,1.48E+18,en,0,0,0,22,,"RT @ayshardzn: The sales of Malaysia-Singapore $T$ Land and Air tickets resume today, 21 Jan 2022. vtl buses and flights can only fill up 5_?
1878981751,2022-01-21 22:51:48+00:00, ,1484660027231436801,en,0,0,0,367, ,RT @Khairykj: New vtl ticket sales (land and air) between Malaysia and Singapore will resume today. https://t.co/QLFn3vR7rp
3325446795,2022-01-21 22:40:00+00:00, ,1484657057701810184,en,0,0,1,0, ,@SingaporeAir Hi! If someone is travelling Edinburgh-Singapore with a connection in Frankfurt",VTL,Travel restrictions,0
37258642,2015-02-17 01:54:38+00:00, ,5.68E+17,en,0,0,0,0,,Singapore 'will be hit hard' if Jakarta impose $T$ ban http://t.co/l3mbVekSh7,maid,Foreign domestic workers,-1
8.58E+17,2020-01-07 13:09:07+00:00, ,1.21E+18,en,98,1,13,42,,"Is it really? If tomorrow, all our $T$ went to the same type of school, will it be the end  for our children? Singapore makes all their kids go to the same type of school and still struggles with $T$. https://t.co/mAM7xFVfQL",racism,Xenophobia and racism,-1
330000000,2020-05-21 05:15:38+00:00, ,1.26E+18,en,0,0,0,0,,$T$s should stay at home during Phase 1 of Singapore's reopening: MOM https://t.co/U0j7vH7nE1,maid,Foreign domestic workers,0
260000000,2017-09-16 15:03:27+00:00, ,9.09E+17,en,0,0,0,0,,"Singapore has the highest achieving $T$ in international education rankings, with its teenagers coming top in tests...",international students,Foreign talents,1
34119017,2014-01-06 09:53:26+00:00, ,4.20E+17,en,0,0,0,0,,Top 50 Recruitment Agencies in Singapore that Processed     http://t.co/Gd56wwxiTG #ranking,work pass,Migrant workers,0
1500000000,2014-06-28 07:50:46+00:00, ,4.83E+17,en,1,0,0,0,,"The modern slave trade is now taking to shopping malls in Singapore, where ""discount"" $T$s are on display for sale. http://t.co/82c0ZlFzKE",maid,Foreign domestic workers,-1
67857510,2015-02-09 05:30:35+00:00, ,5.65E+17,en,0,0,0,0,,Looking for #Study in #Singapore Contact Study Metro  for #International #$T$ call at 8088-867-867 &amp; http://t.co/Tw7g5UF5vA,international students,Foreign talents,0
347000000,2013-08-02 13:02:36+00:00, ,3.63E+17,en,0,0,0,0,,"finally got my $T$ for Singapore so like, PHEW.",employment pass,Foreign talents,1
53859880,2011-10-05 01:31:08+00:00, ,1.21E+17,en,0,0,0,33,,"RT @STcom: Poor $T$ in Singapore can score just as well as those who are better-off, international test reveals http://t.co/70qSdfZV",international students,Foreign talents,-1
524000000,2013-08-24 13:52:20+00:00, ,3.71E+17,en,0,0,0,0,,They don't ship to Singapore why so $T$ urgh,racist,Xenophobia and racism,-1
14591141,2022-01-06 06:13:34+00:00, ,1.48E+18,en,0,0,0,0,,__ Call 93361824 to hire #$T$ in #Singapore_,maid,Foreign domestic workers,0
31426789,2013-03-07 07:42:36+00:00, ,3.10E+17,en,0,0,0,0,,[CNA] $T$ to help with continued stay of widowed foreign  s with children: SINGAPORE: The Immi... http://t.co/UsAFBEOnPC #singapore,ICA,Immigration policy,1
292000000,2020-08-15 14:11:49+00:00, ,1.29E+18,en,0,0,0,0,,Singapore govt firm calls out $T$ Facebook posts targeting Indian?employees https://t.co/uPcPZ5XAtJ,racist,Xenophobia and racism,-1
539000000,2016-04-05 06:17:10+00:00, ,7.17E+17,en,0,0,0,12,,RT @ChannelNewsAsia: #Didyouknow: 21% of international school $T$ in S'pore are citizens or PRs #Parliament https://t.co/U2nKjh7EIq ht,international students,Foreign talents,0
214000000,2021-05-24 16:28:01+00:00, ,1.40E+18,en,1,0,1,0,,@twt_jowelll Singapore..$T$ sentiment ni dah makin heated?,racist,Xenophobia and racism,-1
158000000,2020-01-20 13:00:26+00:00, ,1.22E+18,en,1,0,0,0,,"We????re proud to announce the 'National SMU-SIMI Collaborative D ispute Award', established with the Singapore International Mediation Institute! This award will towards nurturing mediation talent among Singapore law $T$. #SMUExcellence https://t.co/MgCCez55wu",international students,Foreign talents,1
37014826,2022-02-22 15:37:59+00:00, ,1.50E+18,en,0,0,0,4868,,RT @andychester_: Oh! Singapore will raise it$T$ salary from S$4500 to S$5000 while leader KELUARGA MALAYSIA bagi statement h,employment pass,Foreign talents,0
